team,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,minutes_90s,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Arsenal,28.0,58.1,38.0,418.0,3420.0,69.0,52.0,4.0,5.0,73.0,2.0,1.82,1.37,3.18,1.71,3.08,60.1,56.0,1.58,1.47,38.0,38.0,3420.0,51.0,1.34,182.0,132.0,75.8,21.0,7.0,10.0,8.0,21.1,7.0,7.0,0.0,0.0,38.0,1.0,3.0,1.0,53.5,0.26,3.5,0.09,159.0,478.0,33.3,1093.0,227.0,29.2,31.5,280.0,56.8,45.5,489.0,16.0,3.3,48.0,1.26,14.9,159.0,11.0,34.4,4.18,0.14,0.41,0.12,8.9,9.0,18425.0,22549.0,81.7,313400.0,105044.0,8573.0,9619.0,89.1,7384.0,8450.0,87.4,1716.0,2882.0,59.5,363.0,1220.0,417.0,63.0,1874.0,20518.0,1942.0,543.0,65.0,152.0,605.0,209.0,59.0,65.0,2.0,823.0,89.0,453.0,831.0,21.87,655.0,58.0,34.0,22.0,116.0,3.05,91.0,6.0,6.0,7.0,1.0,609.0,366.0,294.0,236.0,79.0,424.0,118.0,306.0,412.0,798.0,28.0,26670.0,2457.0,7996.0,12381.0,6492.0,984.0,26665.0,14889.0,868.0,591.0,203.0,18303.0,564.0,409.0,1.0,412.0,455.0,89.0,4.0,7.0,1.0,2000.0,555.0,637.0,46.6
Bournemouth,28.0,46.9,38.0,418.0,3420.0,55.0,43.0,7.0,9.0,60.0,1.0,1.45,1.13,2.58,1.26,2.39,53.3,46.2,1.4,1.22,38.0,38.0,3420.0,70.0,1.84,173.0,106.0,62.4,13.0,6.0,19.0,10.0,26.3,5.0,5.0,0.0,0.0,38.0,2.0,6.0,3.0,55.2,0.3,-11.8,-0.31,191.0,512.0,37.3,744.0,203.0,40.9,35.8,318.0,65.4,48.7,596.0,28.0,4.7,30.0,0.79,12.9,153.0,16.0,35.0,4.03,0.11,0.31,0.11,1.7,1.8,13505.0,17650.0,76.5,231203.0,91075.0,6643.0,7752.0,85.7,5284.0,6436.0,82.1,1261.0,2489.0,50.7,330.0,979.0,330.0,76.0,1435.0,15632.0,1961.0,512.0,57.0,84.0,613.0,191.0,74.0,58.0,2.0,832.0,57.0,435.0,788.0,20.74,558.0,83.0,39.0,47.0,99.0,2.61,64.0,9.0,6.0,9.0,3.0,525.0,299.0,285.0,185.0,55.0,405.0,152.0,253.0,371.0,1098.0,21.0,22079.0,2437.0,7561.0,9507.0,5257.0,847.0,22071.0,13210.0,738.0,532.0,172.0,13405.0,565.0,356.0,0.0,340.0,441.0,57.0,8.0,5.0,3.0,1910.0,701.0,736.0,48.8
Brighton,21.0,42.4,38.0,418.0,3420.0,35.0,24.0,5.0,6.0,61.0,4.0,0.92,0.63,1.55,0.79,1.42,35.3,30.7,0.93,0.81,38.0,38.0,3420.0,60.0,1.58,170.0,110.0,70.6,9.0,9.0,20.0,7.0,18.4,10.0,10.0,0.0,0.0,38.0,1.0,5.0,0.0,55.9,0.28,-4.1,-0.11,328.0,822.0,39.9,776.0,109.0,62.8,43.2,358.0,93.6,59.4,561.0,20.0,3.6,13.0,0.34,11.9,99.0,12.0,27.2,2.61,0.08,0.3,0.09,-0.3,-0.7,11491.0,15824.0,72.6,217603.0,86066.0,5120.0,6084.0,84.2,4413.0,5549.0,79.5,1639.0,3202.0,51.2,281.0,887.0,223.0,81.0,1150.0,13912.0,1822.0,330.0,15.0,188.0,636.0,156.0,90.0,44.0,4.0,880.0,90.0,342.0,647.0,17.03,427.0,87.0,35.0,45.0,55.0,1.45,29.0,9.0,7.0,8.0,1.0,679.0,391.0,363.0,238.0,78.0,415.0,170.0,245.0,463.0,1001.0,17.0,20254.0,2464.0,7030.0,9055.0,4366.0,581.0,20249.0,10122.0,475.0,374.0,98.0,11393.0,590.0,336.0,1.0,463.0,301.0,90.0,5.0,10.0,0.0,1979.0,824.0,780.0,51.4
Burnley,23.0,41.2,38.0,418.0,3420.0,43.0,32.0,2.0,2.0,75.0,1.0,1.13,0.84,1.97,1.08,1.92,44.4,42.8,1.17,1.13,38.0,38.0,3420.0,68.0,1.79,199.0,134.0,66.8,11.0,7.0,20.0,8.0,21.1,3.0,2.0,1.0,0.0,38.0,2.0,8.0,4.0,58.0,0.28,-6.0,-0.16,381.0,957.0,39.8,848.0,95.0,74.6,48.7,353.0,91.8,63.0,643.0,14.0,2.2,43.0,1.13,15.1,112.0,14.0,31.3,2.95,0.11,0.37,0.12,-1.4,-1.8,10134.0,14793.0,68.5,194079.0,85014.0,4537.0,5520.0,82.2,3643.0,4790.0,76.1,1595.0,3463.0,46.1,254.0,879.0,239.0,82.0,1032.0,12804.0,1883.0,395.0,35.0,108.0,692.0,139.0,98.0,22.0,9.0,891.0,106.0,327.0,624.0,16.42,417.0,81.0,55.0,52.0,69.0,1.82,45.0,8.0,13.0,3.0,0.0,584.0,311.0,280.0,246.0,58.0,516.0,222.0,294.0,367.0,1156.0,19.0,19189.0,2542.0,6104.0,8875.0,4395.0,634.0,19186.0,7936.0,421.0,336.0,72.0,10031.0,525.0,314.0,0.0,360.0,356.0,106.0,1.0,3.0,4.0,1955.0,1016.0,1025.0,49.8
Cardiff City,25.0,35.4,38.0,418.0,3420.0,33.0,20.0,3.0,4.0,66.0,1.0,0.87,0.53,1.39,0.79,1.32,42.4,39.2,1.11,1.03,38.0,38.0,3420.0,69.0,1.82,207.0,135.0,68.6,10.0,4.0,24.0,10.0,26.3,7.0,4.0,3.0,0.0,38.0,1.0,12.0,0.0,68.2,0.3,-0.8,-0.02,337.0,1076.0,31.3,876.0,51.0,86.6,50.9,319.0,99.4,65.6,536.0,15.0,2.8,46.0,1.21,15.4,113.0,13.0,27.4,2.97,0.07,0.27,0.1,-9.4,-9.2,7170.0,11715.0,61.2,138500.0,66941.0,3143.0,4097.0,76.7,2540.0,3622.0,70.1,1160.0,2987.0,38.8,294.0,768.0,175.0,57.0,918.0,9823.0,1815.0,423.0,39.0,60.0,562.0,168.0,102.0,35.0,19.0,799.0,77.0,313.0,693.0,18.24,457.0,96.0,57.0,47.0,50.0,1.32,32.0,4.0,9.0,2.0,0.0,655.0,375.0,357.0,234.0,64.0,490.0,147.0,343.0,529.0,1034.0,18.0,16261.0,2228.0,5452.0,6544.0,4470.0,713.0,16257.0,6221.0,434.0,310.0,135.0,7078.0,519.0,332.0,0.0,374.0,390.0,77.0,2.0,7.0,0.0,1975.0,966.0,966.0,50.0
Chelsea,24.0,62.9,38.0,418.0,3420.0,61.0,52.0,5.0,5.0,49.0,0.0,1.61,1.37,2.97,1.47,2.84,58.6,54.6,1.54,1.44,38.0,38.0,3420.0,39.0,1.03,124.0,84.0,69.4,21.0,9.0,8.0,16.0,42.1,2.0,1.0,1.0,0.0,38.0,0.0,6.0,0.0,36.8,0.28,-2.2,-0.06,123.0,250.0,49.2,950.0,165.0,15.9,26.1,272.0,36.4,37.1,395.0,16.0,4.1,35.0,0.92,17.6,192.0,30.0,31.9,5.05,0.09,0.29,0.09,2.4,1.4,22960.0,26774.0,85.8,357355.0,116569.0,12272.0,13378.0,91.7,7956.0,8992.0,88.5,1700.0,2561.0,66.4,482.0,1640.0,415.0,65.0,2155.0,24894.0,1797.0,471.0,146.0,216.0,692.0,215.0,74.0,86.0,19.0,762.0,83.0,434.0,1131.0,29.76,892.0,58.0,45.0,54.0,114.0,3.0,82.0,5.0,7.0,6.0,1.0,618.0,365.0,280.0,245.0,93.0,357.0,73.0,284.0,353.0,645.0,16.0,30774.0,2105.0,7613.0,14434.0,8968.0,1029.0,30769.0,18388.0,1058.0,897.0,251.0,22820.0,512.0,458.0,0.0,339.0,424.0,83.0,5.0,2.0,0.0,2171.0,523.0,504.0,50.9
Crystal Palace,26.0,45.2,38.0,418.0,3420.0,48.0,33.0,10.0,11.0,58.0,2.0,1.26,0.87,2.13,1.0,1.87,47.6,39.2,1.25,1.03,38.0,38.0,3420.0,53.0,1.39,163.0,110.0,69.9,14.0,7.0,17.0,12.0,31.6,5.0,4.0,1.0,0.0,38.0,1.0,7.0,1.0,46.7,0.26,-5.3,-0.14,245.0,769.0,31.9,793.0,159.0,58.6,42.8,347.0,87.6,60.4,635.0,27.0,4.3,25.0,0.66,12.7,135.0,16.0,28.0,3.55,0.08,0.28,0.08,0.4,-1.2,12697.0,16870.0,75.3,222304.0,89991.0,6129.0,7072.0,86.7,4802.0,5866.0,81.9,1371.0,2862.0,47.9,358.0,1003.0,275.0,63.0,1458.0,14898.0,1894.0,435.0,26.0,101.0,577.0,205.0,89.0,30.0,62.0,816.0,78.0,367.0,860.0,22.63,606.0,72.0,63.0,50.0,86.0,2.26,51.0,6.0,8.0,13.0,1.0,733.0,446.0,398.0,270.0,65.0,441.0,141.0,300.0,445.0,1011.0,17.0,21679.0,2323.0,7079.0,9743.0,5112.0,889.0,21668.0,10553.0,771.0,496.0,227.0,12599.0,576.0,473.0,1.0,386.0,391.0,78.0,10.0,5.0,1.0,1996.0,680.0,706.0,49.1
Everton,23.0,51.5,38.0,418.0,3420.0,53.0,34.0,2.0,5.0,56.0,4.0,1.39,0.89,2.29,1.34,2.24,49.7,45.7,1.31,1.2,38.0,38.0,3420.0,46.0,1.21,136.0,89.0,67.6,15.0,9.0,14.0,14.0,36.8,5.0,2.0,3.0,0.0,38.0,2.0,9.0,2.0,45.3,0.3,1.3,0.03,253.0,724.0,34.9,979.0,152.0,54.0,42.3,291.0,67.0,53.7,431.0,14.0,3.2,40.0,1.05,17.3,163.0,20.0,33.1,4.29,0.1,0.31,0.1,3.3,5.3,13878.0,18477.0,75.1,242908.0,92894.0,6427.0,7566.0,84.9,5206.0,6428.0,81.0,1589.0,3045.0,52.2,353.0,1102.0,298.0,94.0,1581.0,16376.0,2032.0,495.0,44.0,140.0,814.0,215.0,79.0,114.0,4.0,947.0,69.0,416.0,845.0,22.24,573.0,88.0,61.0,56.0,93.0,2.45,65.0,5.0,12.0,3.0,0.0,699.0,441.0,326.0,290.0,83.0,414.0,85.0,329.0,453.0,877.0,21.0,23015.0,2175.0,6887.0,10485.0,5873.0,856.0,23011.0,12685.0,697.0,522.0,166.0,13764.0,693.0,469.0,1.0,432.0,418.0,69.0,4.0,5.0,2.0,2157.0,872.0,877.0,49.9
Fulham,28.0,48.8,38.0,418.0,3420.0,33.0,24.0,2.0,3.0,70.0,2.0,0.87,0.63,1.5,0.82,1.45,41.3,39.0,1.09,1.03,38.0,38.0,3420.0,81.0,2.13,226.0,146.0,66.4,7.0,5.0,26.0,5.0,13.2,7.0,5.0,1.0,1.0,38.0,1.0,10.0,2.0,72.4,0.3,-6.6,-0.17,332.0,777.0,42.7,834.0,137.0,57.7,40.5,356.0,83.1,54.8,629.0,9.0,1.4,42.0,1.11,14.5,140.0,10.0,31.0,3.68,0.07,0.22,0.09,-8.3,-8.0,15096.0,19303.0,78.2,265652.0,102124.0,7060.0,7958.0,88.7,6054.0,7206.0,84.0,1538.0,3015.0,51.0,350.0,1106.0,233.0,69.0,1487.0,17396.0,1817.0,412.0,33.0,145.0,611.0,161.0,57.0,62.0,7.0,769.0,90.0,339.0,814.0,21.42,601.0,73.0,56.0,28.0,59.0,1.55,42.0,3.0,5.0,3.0,0.0,596.0,362.0,310.0,231.0,55.0,425.0,144.0,281.0,434.0,1030.0,28.0,23757.0,2587.0,7287.0,11921.0,4743.0,592.0,23754.0,10604.0,628.0,461.0,117.0,14992.0,594.0,486.0,2.0,423.0,342.0,90.0,2.0,7.0,2.0,2072.0,742.0,718.0,50.8
Huddersfield,31.0,47.2,38.0,418.0,3420.0,21.0,13.0,1.0,1.0,56.0,4.0,0.55,0.34,0.89,0.53,0.87,28.8,28.0,0.76,0.74,38.0,38.0,3420.0,76.0,2.0,186.0,110.0,62.9,3.0,7.0,28.0,5.0,13.2,8.0,7.0,1.0,0.0,38.0,3.0,7.0,1.0,61.1,0.29,-13.9,-0.37,339.0,815.0,41.6,1062.0,109.0,55.9,42.0,281.0,78.6,56.0,426.0,30.0,7.0,34.0,0.89,13.3,116.0,15.0,29.0,3.05,0.05,0.17,0.07,-7.8,-8.0,13045.0,17777.0,73.4,237346.0,93900.0,6045.0,7200.0,84.0,4765.0,6029.0,79.0,1792.0,3398.0,52.7,283.0,1023.0,208.0,93.0,1248.0,15783.0,1931.0,444.0,22.0,130.0,768.0,162.0,80.0,55.0,11.0,930.0,63.0,418.0,683.0,17.97,487.0,74.0,43.0,37.0,33.0,0.87,23.0,4.0,3.0,3.0,0.0,708.0,425.0,323.0,315.0,70.0,496.0,130.0,366.0,531.0,682.0,15.0,21977.0,2079.0,6878.0,10026.0,5306.0,600.0,21976.0,10888.0,601.0,496.0,108.0,12938.0,567.0,399.0,1.0,420.0,370.0,63.0,1.0,9.0,1.0,2063.0,844.0,807.0,51.1
